NOV_ISSUED_DATE,NOV_NUMBER,"Street Address",City,State,VIOLATION_DESCRIPTION,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
2/5/2019,P005725031,"1500 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779772,-87.662011,1,rooftop,1500,"W 63rd St",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
2/5/2019,P005605449,"3200 W 61ST PL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.78155,-87.703214,1,range_interpolation,3200,"W 61st Pl",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
2/5/2019,P005914116,"10 E VAN BUREN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.877092,-87.627447,1,range_interpolation,10,"E Van Buren St",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
2/5/2019,P005913531,"100  UNKNOWN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
2/6/2019,P005614584,"300 N LOWER MICHIGA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
2/6/2019,P005636541,"11800 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.679728,-87.620568,0.9,range_interpolation,11800,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
2/6/2019,P005542932,"7000 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.766863,-87.644829,1,rooftop,7000,"S Halsted St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
2/6/2019,P005619935,"6300 S VERNON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.78011,-87.61441,1,range_interpolation,6300,"S Vernon Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
2/6/2019,P005757043,"200 W CERMAK RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.853074,-87.631981,1,range_interpolation,200,"W Cermak Rd",,,Chicago,IL,"Cook County",60616,US,"TIGER/Line® dataset from the US Census Bureau"
2/6/2019,P005703953,"400 N STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889505,-87.628191,1,rooftop,400,"N State St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
2/6/2019,P005703990,"2400 S PULASKI ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.847707,-87.72501,1,rooftop,2400,"S Pulaski Rd",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
2/7/2019,P005450876,"5100 W WASHINGTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.882108,-87.75304,1,rooftop,5100,"W Washington Blvd",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
2/7/2019,P005409184,"300 E 35TH STREET ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.831345,-87.618962,1,rooftop,300,"E 35th St",,,Chicago,IL,"Cook County",60616,US,"City of Chicago"
2/7/2019,P005465464,"300 N LARAMIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885788,-87.75526,1,range_interpolation,300,"N Laramie Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
2/7/2019,P005471723,"4000 W GLADYS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.876447,-87.725744,1,rooftop,4000,"W Gladys Ave",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
2/7/2019,P005595605,"7900 S EAST END ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751369,-87.582892,0.9,range_interpolation,7900,"SE End Ave",,,Chicago,IL,"Cook County",60617,US,"TIGER/Line® dataset from the US Census Bureau"
2/7/2019,P005671472,"200 S STATE ",CHICAGO,Illinois,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the ",41.879311,-87.627709,1,range_interpolation,200,"S State St",,,Chicago,IL,"Cook County",60603,US,"TIGER/Line® dataset from the US Census Bureau"
2/7/2019,P005643266,"3500 W ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866169,-87.712981,1,range_interpolation,3500,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
2/7/2019,P005787261,"5300 S KEDZIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.796942,-87.704006,1,rooftop,5300,"S Kedzie Ave",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
2/7/2019,P005788837,"10 E ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.867624,-87.627264,1,range_interpolation,10,"E Roosevelt Dr",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
2/7/2019,P005918748,"6300 S EVANS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780241,-87.607188,1,range_interpolation,6300,"S Evans Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
2/7/2019,P005913142,"200 N COLUMBUS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.886156,-87.621291,1,rooftop,200,"N Columbus Dr",,,Chicago,IL,"Cook County",60601,US,"City of Chicago"
2/7/2019,P005913404,"100 W LAKE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.90363,-87.908634,1,rooftop,100,"W Lake St",,,Northlake,IL,"Cook County",60164,US,Cook
2/8/2019,P003319501,"300 W 79TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.750672,-87.631878,1,range_interpolation,300,"W 79th St",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005597237,"100  UNKNOWN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005595606,"8400 S SOUTH CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.743301,-87.574674,1,range_interpolation,8400,"S South Chicago Ave",,,Chicago,IL,"Cook County",60617,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005677534,"100 W DIVISION ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.90375,-87.631444,1,range_interpolation,100,"W Division St",,,Chicago,IL,"Cook County",60610,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005641320,"2700 W 25TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.846751,-87.693017,1,rooftop,2700,"W 25th St",,,Chicago,IL,"Cook County",60608,US,"City of Chicago"
2/8/2019,P005724770,"12000 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.676073,-87.62081,1,rooftop,12000,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
2/8/2019,P005788303,"300 S DEARBORN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.878016,-87.629298,1,range_interpolation,300,"S Dearborn St",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005726433,"2400 W 103RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.706225,-87.681619,1,range_interpolation,2400,"W 103rd St",,,Chicago,IL,"Cook County",60655,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005703402,"6300 W 63RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.777117,-87.778973,1,rooftop,6300,"W 63rd Pl",,,Chicago,IL,"Cook County",60638,US,"City of Chicago"
2/8/2019,P005788287,"1600 W LAKE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885587,-87.667236,1,rooftop,1600,"W Lake St",,,Chicago,IL,"Cook County",60607,US,"City of Chicago"
2/8/2019,P005788694,"100 W LAKE ST ",CHICAGO,Illinois,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the ",41.885592,-87.630975,1,range_interpolation,100,"W Lake St",,,Chicago,IL,"Cook County",60661,US,"TIGER/Line® dataset from the US Census Bureau"
2/8/2019,P005746820,"3200 N CICERO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.93907,-87.747251,1,rooftop,3200,"N Cicero Ave",,,Chicago,IL,"Cook County",60641,US,"City of Chicago"
2/8/2019,P005918610,"10 W KINZIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889495,-87.628931,1,rooftop,10,"W Kinzie St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
2/8/2019,P005918619,"2700 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779003,-87.690958,1,range_interpolation,2700,"W 63rd St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P004191455,"7900 S COTTAGE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751136,-87.605215,0.8,range_interpolation,7900,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005160210,"13200 S LANGLEY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.655589,-87.605356,0.9,rooftop,13200,"S Langley Ave",,,Chicago,IL,"Cook County",60827,US,Cook
2/9/2019,P005197345,"4000 W VAN BUREN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.875117,-87.725484,1,range_interpolation,4000,"W Van Buren St",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005568920,"5700 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.790879,-87.625971,1,rooftop,5700,"S State St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
2/9/2019,P005558705,"3700 W SUNNYSIDE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.962707,-87.720539,1,range_interpolation,3700,"W Sunnyside Ave",,,Chicago,IL,"Cook County",60625,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005471666,"3100 W HARRISON ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.87398,-87.703691,1,rooftop,3100,"W Harrison St",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
2/9/2019,P005616031,"2200 W MAYPOLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.884062,-87.68214,1,range_interpolation,2200,"W Maypole Ave",,,Chicago,IL,"Cook County",60612,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005668784,"3400 N BROADWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.943833,-87.645035,1,range_interpolation,3400,"N Broadway St",,,Chicago,IL,"Cook County",60657,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005690560,"6200 S ARTESIAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780943,-87.685269,1,rooftop,6200,"S Artesian Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
2/9/2019,P005689989,"7800 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751615,-87.683037,1,range_interpolation,7800,"S Western Ave",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005651521,"1100 W GRANVILLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.994807,-87.658769,1,rooftop,1100,"W Granville Ave",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
2/9/2019,P005726607,"9900 S EMERALD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.714099,-87.642164,1,rooftop,9900,"S Emerald Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
2/9/2019,P005701541,"9800 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.71615,-87.620883,1,rooftop,9800,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
2/9/2019,P005610863,"200 S LAVERGNE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.878394,-87.749348,1,range_interpolation,200,"S Lavergne Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005744978,"1300 S CANAL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.865412,-87.63934,1,range_interpolation,1300,"S Canal St",,,Chicago,IL,"Cook County",60606,US,"TIGER/Line® dataset from the US Census Bureau"
2/9/2019,P005749910,"6200 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780755,-87.68408,1,rooftop,6200,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
2/10/2019,P005484393,"2300 S WHIPPLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.849847,-87.701875,1,rooftop,2300,"S Whipple St",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
2/10/2019,P005451061,"500 S LOTUS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.873713,-87.761589,1,range_interpolation,500,"S Lotus Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005466531,"3900 W 26TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.844536,-87.722342,1,rooftop,3900,"W 26th St",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
2/10/2019,P005569049,"3900 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895679,-87.723815,1,rooftop,3900,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
2/10/2019,P005528765,"2700 W AUGUSTA BLVD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.899152,-87.694327,1,range_interpolation,2700,"W Augusta Blvd",,,Chicago,IL,"Cook County",60622,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005686324,"2100 E 71ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.766423,-87.573605,1,rooftop,2100,"E 71st St",,,Chicago,IL,"Cook County",60649,US,"City of Chicago"
2/10/2019,P005685863,"1200 E 67TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.773385,-87.59604,1,range_interpolation,1200,"E 67th St",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005689990,"6300 S CALIFORNIA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778965,-87.693392,1,range_interpolation,6300,"S California Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005685653,"7100 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.764143,-87.624881,1,range_interpolation,7100,"S State St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005724427,"200 W 103RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.707381,-87.628551,1,rooftop,200,"W 103rd St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
2/10/2019,P005725005,"10 E 119TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.678178,-87.622516,1,range_interpolation,10,"E 119th St",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005787463,"4300 W 47TH ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.809605,-87.731827,1,rooftop,4300,"W 47th St",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
2/10/2019,P005619391,"400 N STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889505,-87.628191,1,rooftop,400,"N State St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
2/10/2019,P005750215,"3200 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778823,-87.703136,1,range_interpolation,3200,"W 63rd St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005913298,"100 N STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.880537,-87.62816,1,rooftop,100,"S State St",,,Chicago,IL,"Cook County",60603,US,"City of Chicago"
2/10/2019,P005795736,"1600 W HOWARD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.01924,-87.673733,1,range_interpolation,1600,"W Howard St",,,Chicago,IL,"Cook County",60626,US,"TIGER/Line® dataset from the US Census Bureau"
2/10/2019,P005922450,"11900 S STEWART ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.67777,-87.632272,1,range_interpolation,11900,"S Stewart Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
2/11/2019,P005483025,"4000 W 115TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.683816,-87.720064,1,range_interpolation,4000,"W 115th St",,,Chicago,IL,"Cook County",60655,US,"TIGER/Line® dataset from the US Census Bureau"
2/11/2019,P005451001,"1100 N AUSTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.900318,-87.775301,0.9,range_interpolation,1100,"N Austin Blvd",,,"Oak Park",IL,"Cook County",60302,US,"TIGER/Line® dataset from the US Census Bureau"
2/11/2019,P005546093,"200 W 73RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.761658,-87.62969,1,range_interpolation,200,"W 73rd St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
2/11/2019,P005547378,"7500 S STEWART ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.757942,-87.634838,1,rooftop,7500,"S Stewart Ave",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
2/11/2019,P005686215,"7500 S STONY ISLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.758613,-87.586135,1,range_interpolation,7500,"S Stony Island Ave",,,Chicago,IL,"Cook County",60649,US,"TIGER/Line® dataset from the US Census Bureau"
2/11/2019,P005610525,"4800 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895246,-87.746187,1,rooftop,4800,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
2/11/2019,P005724428,"11900 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.6779,-87.620864,1,rooftop,11900,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
2/11/2019,P005917050,"4400 N BROADWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.962555,-87.656447,1,rooftop,4400,"N Broadway St",,,Chicago,IL,"Cook County",60640,US,"City of Chicago"
2/12/2019,P005788853,"300 S STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.888374,-87.628794,1,rooftop,300,"N State St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
2/12/2019,P005609948,"300 N CENTRAL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885945,-87.765466,1,rooftop,300,"N Central Ave",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
2/12/2019,P005746993,"1100 W VAN BUREN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.876412,-87.654531,1,range_interpolation,1100,"W Van Buren St",,,Chicago,IL,"Cook County",60607,US,"TIGER/Line® dataset from the US Census Bureau"
2/12/2019,P005918749,"1200 N STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.904097,-87.629056,1,rooftop,1200,"N State Pkwy",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
2/13/2019,P005151479,"7100 S MERRIL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.766043,-87.572612,1,range_interpolation,7100,"S Merrill Ave",,,Chicago,IL,"Cook County",60649,US,"TIGER/Line® dataset from the US Census Bureau"
2/13/2019,P005499757,"800 N LARAMIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895086,-87.755598,1,range_interpolation,800,"N Laramie Ave",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
2/13/2019,P005570012,"4600 S VINCENNES ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.811092,-87.61383,1,range_interpolation,4600,"S Vincennes Ave",,,Chicago,IL,"Cook County",60653,US,"TIGER/Line® dataset from the US Census Bureau"
2/13/2019,P005528141,"2200 W DIVISION ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.903428,-87.682372,1,rooftop,2200,"W Division St",,,Chicago,IL,"Cook County",60622,US,"City of Chicago"
2/13/2019,P005569224,"4700 S FORRESTVILLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.809291,-87.61267,1,range_interpolation,4700,"S Forrestville Ave",,,Chicago,IL,"Cook County",60615,US,"TIGER/Line® dataset from the US Census Bureau"
2/13/2019,P005788417,"7500 N PAULINA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.018437,-87.672627,0.78,nearest_rooftop_match,7478,"N Paulina St",,,Chicago,IL,"Cook County",60626,US,"City of Chicago"
2/13/2019,P005725248,"11100 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.692205,-87.642377,1,range_interpolation,11100,"S Halsted St",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
2/13/2019,P005621084,"7200 S SANGAMON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.763203,-87.648358,1,rooftop,7200,"S Sangamon St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
2/13/2019,P005794206,"6400 S KILPATRICK ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.776497,-87.740145,1,rooftop,6400,"S Kilpatrick Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
2/14/2019,P005485890,"9700 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.717471,-87.64349,1,rooftop,9700,"S Halsted St",,,Chicago,IL,"Cook County",60643,US,"City of Chicago"
2/14/2019,P005569225,"100 N 51ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.802223,-87.622131,0.9,rooftop,100,"E 51st St",,,Chicago,IL,"Cook County",60615,US,"City of Chicago"
2/14/2019,P005667661,"1000 W WILSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.965279,-87.654786,1,range_interpolation,1000,"W Wilson Ave",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
2/14/2019,P005667630,"1100 W LAWRENCE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.969436,-87.658038,1,rooftop,1100,"W Lawrence Ave",,,Chicago,IL,"Cook County",60640,US,"City of Chicago"
2/14/2019,P005640557,"1900 S LAWNDALE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.854951,-87.717918,1,rooftop,1900,"S Lawndale Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
2/14/2019,P005725033,"600 W 79TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751735,-87.639495,1,rooftop,600,"W 79th St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
2/14/2019,P005623104,"9400 S INDIANA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.723485,-87.619028,1,range_interpolation,9400,"S Indiana Ave",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
2/15/2019,P005557646,"4900 N HARDING ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.970275,-87.727243,1,rooftop,4900,"N Harding Ave",,,Chicago,IL,"Cook County",60625,US,"City of Chicago"
2/15/2019,P005679439,"10 W ELM ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.903404,-87.628953,1,rooftop,10,"W Elm St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
2/15/2019,P005686098,"6100 S UNIVERSITY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.783998,-87.597909,1,range_interpolation,6100,"S University Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
2/15/2019,P005725257,"700 W 79TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.750906,-87.641928,1,rooftop,700,"W 79th St",,,Chicago,IL,"Cook County",60620,US,Cook
2/16/2019,P005252823,"7100 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.764143,-87.624881,1,range_interpolation,7100,"S State St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
2/16/2019,P005501292,"500 W GRAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.891803,-87.653824,1,rooftop,500,"W Grand Ave",,,"Evergreen Park",IL,"Cook County",60642,US,"City of Chicago"
2/16/2019,P005504046,"2000 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.854593,-87.686746,1,rooftop,2000,"S Western Ave",,,Chicago,IL,"Cook County",60608,US,"City of Chicago"
2/16/2019,P005641517,"3300 S HOMAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.833318,-87.71205,1,rooftop,3300,"S Homan Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
2/16/2019,P005474866,"3900 W MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.881325,-87.723871,1,rooftop,3900,"W Madison St",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
2/16/2019,P005578607,"1500 E 67TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.77358,-87.588616,1,rooftop,1500,"E 67th St",,,Chicago,IL,"Cook County",60637,US,"City of Chicago"
2/16/2019,P005570592,"4300 S LAKE PARK ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.816754,-87.598881,1,range_interpolation,4300,"S Lake Park Ave",,,Chicago,IL,"Cook County",60653,US,"TIGER/Line® dataset from the US Census Bureau"
2/16/2019,P005476132,"8200 S COTTAGE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.74564,-87.605465,1,rooftop,8200,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"City of Chicago"
2/16/2019,P005690025,"5100 S SAWYER ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.800653,-87.704988,1,range_interpolation,5100,"S Sawyer Ave",,,Chicago,IL,"Cook County",60632,US,"TIGER/Line® dataset from the US Census Bureau"
2/16/2019,P005679590,"100 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.896486,-87.631245,1,range_interpolation,100,"W Chicago Ave",,,Chicago,IL,"Cook County",60654,US,"TIGER/Line® dataset from the US Census Bureau"
2/16/2019,P005642053,"1200 S KEDVALE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.86584,-87.729051,1,rooftop,1200,"S Kedvale Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
2/16/2019,P005787242,"6300 S MAPLEWOOD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779054,-87.687304,1,range_interpolation,6300,"S Maplewood Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
2/16/2019,P005787464,"3300 W 47TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.807941,-87.706387,1,range_interpolation,3300,"W 47th St",,,Chicago,IL,"Cook County",60632,US,"TIGER/Line® dataset from the US Census Bureau"
