NOV_ISSUED_DATE,NOV_NUMBER,"Street Address",City,State,VIOLATION_DESCRIPTION,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
7/11/2019,P005918567,"100 E LOWER WACKER ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.888449,-87.625256,1,range_interpolation,100,"E Lower Wacker Dr",,,Chicago,IL,"Cook County",60606,US,"TIGER/Line® dataset from the US Census Bureau"
7/11/2019,P005918568,"10 E HUBBARD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.890219,-87.627707,1,range_interpolation,10,"E Hubbard St",,,Chicago,IL,"Cook County",60611,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005328388,"6100 S MAYFIELD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.781446,-87.769545,1,rooftop,6100,"S Mayfield Ave",,,Chicago,IL,"Cook County",60638,US,"City of Chicago"
7/12/2019,P005485170,"3800 W ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866089,-87.720123,1,range_interpolation,3800,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005493951,"2800 N PULASKI RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.931939,-87.726979,1,range_interpolation,2800,"N Pulaski Rd",,,Chicago,IL,"Cook County",60641,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005691990,"3600 N SHEFFIELD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947394,-87.65433,1,range_interpolation,3600,"N Sheffield Ave",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005685555,"700 E 67TH ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.77334,-87.608074,1,rooftop,700,"E 67th St",,,Chicago,IL,"Cook County",60637,US,"City of Chicago"
7/12/2019,P005665331,"2900 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.841643,-87.627339,1,rooftop,2900,"S State St",,,Chicago,IL,"Cook County",60616,US,Cook
7/12/2019,P005646825,"10 S PULASKI ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.8804,-87.725971,1,rooftop,10,"S Pulaski Rd",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
7/12/2019,P005739866,"4500 N KENMORE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.963735,-87.656184,1,range_interpolation,4500,"N Kenmore Ave",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005787154,"7000 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.766398,-87.683686,1,rooftop,7000,"S Western Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
7/12/2019,P005731712,"800 N SPAULDING ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.89653,-87.70922,0.79,nearest_rooftop_match,816,"N Spaulding Ave",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
7/12/2019,P005609541,"4600 S PRINCETON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.810834,-87.633422,1,range_interpolation,4600,"S Princeton Ave",,,Chicago,IL,"Cook County",60609,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005609846,"3100 W CERMAK RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.852054,-87.703029,1,rooftop,3100,"W Cermak Rd",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
7/12/2019,P005832486,"400 N WABASH ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889596,-87.627798,1,rooftop,400,"N Wabash Ave",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
7/12/2019,P005852452,"2600 S TROY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.844381,-87.703811,1,range_interpolation,2600,"S Troy St",,,Chicago,IL,"Cook County",60623,US,"TIGER/Line® dataset from the US Census Bureau"
7/12/2019,P005773326,"5600 W MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.880604,-87.765295,1,rooftop,5600,"W Madison St",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
7/13/2019,P005297261,"1900 W DIVISION ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.90308,-87.674821,1,range_interpolation,1900,"W Division St",,,Chicago,IL,"Cook County",60622,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005354231,"300 N LARAMIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885788,-87.75526,1,range_interpolation,300,"N Laramie Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005469523,"700 N RIDGEWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.893867,-87.72014,1,rooftop,700,"N Ridgeway Ave",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
7/13/2019,P005663828,"7900 S EXCHANGE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751764,-87.552584,1,range_interpolation,7900,"S Exchange Ave",,,Chicago,IL,"Cook County",60617,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005676807,"10 E ROOSEVELT ",CHICAGO,Illinois,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the ",41.867624,-87.627264,1,range_interpolation,10,"E Roosevelt Dr",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005675709,"4700 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.809085,-87.626084,1,range_interpolation,4700,"S State St",,,Chicago,IL,"Cook County",60609,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005663873,"9500 S LAFAYETT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.721574,-87.625036,1,range_interpolation,9500,"S Lafayette Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005668011,"2400 N STOCKTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.925819,-87.636063,1,range_interpolation,2400,"N Stockton Dr",,,Chicago,IL,"Cook County",60657,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005665152,"10 N GARLAND CT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.882192,-87.625488,1,range_interpolation,10,"N Garland Ct",,,Chicago,IL,"Cook County",60602,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005739536,"1100 W ARGYLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.973508,-87.657962,1,rooftop,1100,"W Argyle St",,,Chicago,IL,"Cook County",60640,US,"City of Chicago"
7/13/2019,P005675854,"4700 S INDIANA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.809161,-87.621212,1,range_interpolation,4700,"S Indiana Ave",,,Chicago,IL,"Cook County",60615,US,"TIGER/Line® dataset from the US Census Bureau"
7/13/2019,P005701825,"11900 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.6779,-87.620864,1,rooftop,11900,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
7/13/2019,P005852681,"400 N STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889505,-87.628191,1,rooftop,400,"N State St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
7/13/2019,P005798734,"4200 S STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.81874,-87.626483,1,range_interpolation,4200,"S State St",,,Chicago,IL,"Cook County",60609,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005560460,"4900 S KEDZIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.803706,-87.704281,1,rooftop,4900,"S Kedzie Ave",,,Chicago,IL,"Cook County",60632,US,Cook
7/14/2019,P005680538,"10 W DIVISION ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.904089,-87.629138,1,rooftop,10,"W Division St",,,Chicago,IL,"Cook County",60610,US,Cook
7/14/2019,P005689062,"5800 W HIRSCH ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.905541,-87.770631,1,range_interpolation,5800,"W Hirsch St",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005680539,"10 W DIVISION ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.904089,-87.629138,1,rooftop,10,"W Division St",,,Chicago,IL,"Cook County",60610,US,Cook
7/14/2019,P005675839,"5500 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.794092,-87.626068,1,rooftop,5500,"S State St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
7/14/2019,P005691017,"900 W BELMONT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.940187,-87.651827,1,rooftop,900,"W Belmont Ave",,,Chicago,IL,"Cook County",60657,US,"City of Chicago"
7/14/2019,P005694480,"10 E KINZIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889405,-87.627693,1,range_interpolation,10,"E Kinzie St",,,Chicago,IL,"Cook County",60611,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005663900,"500 E 111TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.692921,-87.609859,1,range_interpolation,500,"E 111th St",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005643804,"3000 W ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866771,-87.700997,1,rooftop,3000,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
7/14/2019,P005780932,"3700 S VINCENNES ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.827385,-87.611626,1,range_interpolation,3700,"S Vincennes Ave",,,Chicago,IL,"Cook County",60653,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005770474,"800 E 79TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751436,-87.605215,1,range_interpolation,800,"E 79th St",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005707665,"4800 N CHRISTIANA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.968565,-87.712147,1,range_interpolation,4800,"N Christiana Ave",,,Chicago,IL,"Cook County",60625,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005852572,"3200 W 47TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.807965,-87.703974,1,range_interpolation,3200,"W 47th St",,,Chicago,IL,"Cook County",60632,US,"TIGER/Line® dataset from the US Census Bureau"
7/14/2019,P005852648,"2600 W 47TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.808549,-87.689487,1,rooftop,2600,"W 47th St",,,Chicago,IL,"Cook County",60632,US,Cook
7/14/2019,P005852651,"2500 W 47TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.80867,-87.687071,1,rooftop,2500,"W 47th St",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
7/15/2019,P005164239,"6200 S PRAIRIE AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.781966,-87.619055,1,range_interpolation,6200,"S Prairie Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
7/15/2019,P005450453,"800 N LAVERGNE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895114,-87.750705,1,range_interpolation,800,"N Lavergne Ave",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
7/15/2019,P005464692,"5500 W MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.880862,-87.763904,1,rooftop,5500,"W Madison St",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
7/15/2019,P005559718,"4000 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895217,-87.726079,1,range_interpolation,4000,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
7/15/2019,P005685093,"200 W 103RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.707381,-87.628551,1,rooftop,200,"W 103rd St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
7/15/2019,P005669165,"4700 N BROADWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.967362,-87.658632,1,range_interpolation,4700,"N Broadway St",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
7/15/2019,P005808353,"1600 N MONITOR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.909456,-87.771457,1,range_interpolation,1600,"N Monitor Ave",,,Chicago,IL,"Cook County",60639,US,"TIGER/Line® dataset from the US Census Bureau"
7/16/2019,P005602971,"300 E GARFIELD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.795032,-87.618979,1,rooftop,300,"E Garfield Blvd",,,Chicago,IL,"Cook County",60615,US,"City of Chicago"
7/16/2019,P005663592,"13000 S DREXEL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780435,-87.604158,0.6,street_center,,"S Drexel Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
7/16/2019,P005682230,"2300 W JACKSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.877778,-87.684097,1,rooftop,2300,"W Jackson Blvd",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
7/16/2019,P005684967,"10 E 103RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.707405,-87.623109,1,rooftop,10,"E 103rd St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
7/16/2019,P005676049,"10 E ROOSEVELT RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.867624,-87.627264,1,range_interpolation,10,"E Roosevelt Rd",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
7/16/2019,P005736281,"1400 W GRAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.891318,-87.662439,1,rooftop,1400,"W Grand Ave",,,Chicago,IL,"Cook County",60642,US,"City of Chicago"
7/16/2019,P005770623,"9400 S COTTAGE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.723989,-87.604937,1,rooftop,9400,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"City of Chicago"
7/16/2019,P005830221,"2800 W 59TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.786671,-87.693791,1,rooftop,2800,"W 59th St",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
7/16/2019,P005796183,"1500 W DEVON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.998381,-87.668311,1,rooftop,1500,"W Devon Ave",,,Chicago,IL,"Cook County",60626,US,"City of Chicago"
7/16/2019,P005823463,"4600 N RACINE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.965517,-87.659627,1,range_interpolation,4600,"N Racine Ave",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005408740,"3600 S INDIANA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.829473,-87.621732,1,range_interpolation,3600,"S Indiana Ave",,,Chicago,IL,"Cook County",60653,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005474371,"4400 W CORTEZ ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.900043,-87.736263,1,rooftop,4400,"W Cortez St",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
7/17/2019,P005663759,"7900 S COTTAGE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751136,-87.605215,1,range_interpolation,7900,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005664388,"11800 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.679728,-87.620568,0.9,range_interpolation,11800,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005681140,"800 N MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.897091,-87.625302,1,rooftop,800,"N Michigan Ave",,,Chicago,IL,"Cook County",60611,US,"City of Chicago"
7/17/2019,P005664125,"7500 S HALSTED ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.75759,-87.644224,1,range_interpolation,7500,"S Halsted St",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005627170,"5200 N HARLEM ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.974687,-87.807066,1,range_interpolation,5200,"N Harlem Ave",,,Chicago,IL,"Cook County",60656,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005748119,"10 W CTA OHR PLTFM ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005773048,"3100 N MILWAUKEE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.937385,-87.721591,1,rooftop,3100,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60618,US,"City of Chicago"
7/17/2019,P005833492,"2500 W GRANVILLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.993914,-87.692211,1,range_interpolation,2500,"W Granville Ave",,,Chicago,IL,"Cook County",60659,US,"TIGER/Line® dataset from the US Census Bureau"
7/17/2019,P005918594,"1300 S INDEPENDENCE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.864238,-87.720529,1,rooftop,1300,"S Independence Blvd",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
7/18/2019,P005137762,"2100 N CICERO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.919217,-87.746598,1,rooftop,2100,"N Cicero Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
7/18/2019,P005172907,"13300 S BRANDON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.653559,-87.546272,1,rooftop,13300,"S Brandon Ave",,,Chicago,IL,"Cook County",60633,US,"City of Chicago"
7/18/2019,P005699738,"5500 S DAMEN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.793294,-87.674505,1,rooftop,5500,"S Damen Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
7/18/2019,P005678166,"400 N LASALLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889601,-87.633003,0.9,rooftop,400,"N La Salle Dr",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
7/18/2019,P005700012,"6300 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779179,-87.664623,1,rooftop,6300,"S Ashland Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
7/18/2019,P005687879,"8200 S COLFAX ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.746218,-87.561643,1,rooftop,8200,"S Colfax Ave",,,Chicago,IL,"Cook County",60617,US,"City of Chicago"
7/18/2019,P005664405,"5900 S CARPENTER ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.786787,-87.651046,1,range_interpolation,5900,"S Carpenter St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
7/18/2019,P005664022,"7500 S VINCENNES ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.757977,-87.631377,1,range_interpolation,7500,"S Vincennes Ave",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
7/18/2019,P005781516,"600 E 47TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.80967,-87.611231,1,rooftop,600,"E 47th St",,,Chicago,IL,"Cook County",60653,US,"City of Chicago"
7/18/2019,P005773536,"400 N LARAMIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.887958,-87.755336,1,range_interpolation,400,"N Laramie Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
7/18/2019,P005770648,"200 E 111TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.692801,-87.618262,1,range_interpolation,200,"E 111th St",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005498885,"5100 W NORTH AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.909854,-87.752878,1,rooftop,5100,"W North Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
7/19/2019,P005463754,"5100 W MADISON ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.881084,-87.752649,1,rooftop,5100,"W Madison St",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
7/19/2019,P005568030,"100 W GARFIELD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.794463,-87.627783,1,range_interpolation,100,"W Garfield Blvd",,,Chicago,IL,"Cook County",60609,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005661789,"300 S PULASKI RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.876936,-87.725545,1,range_interpolation,300,"S Pulaski Rd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005694701,"3900 N MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.881325,-87.723871,0.9,rooftop,3900,"W Madison St",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
7/19/2019,P005688072,"2200 S TRUMBULL AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.851535,-87.711621,1,rooftop,2200,"S Trumbull Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
7/19/2019,P005647367,"4700 W FLOURNOY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.872159,-87.742532,1,range_interpolation,4700,"W Flournoy St",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005741199,"10 E HUBBARD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.890219,-87.627707,1,range_interpolation,10,"E Hubbard St",,,Chicago,IL,"Cook County",60611,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005751409,"10600 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.701567,-87.62371,1,rooftop,10600,"S State St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
7/19/2019,P005830060,"5800 S KEDZIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.787913,-87.7034,1,range_interpolation,5800,"S Kedzie Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005852483,"3300 W 15TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.860742,-87.707948,1,range_interpolation,3300,"W 15th St",,,Chicago,IL,"Cook County",60623,US,"TIGER/Line® dataset from the US Census Bureau"
7/19/2019,P005830696,"2400 W 71ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.764551,-87.683242,1,range_interpolation,2400,"W 71st St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
7/20/2019,P005781517,"700 E 43RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.816995,-87.609024,1,rooftop,700,"E 43rd St",,,Chicago,IL,"Cook County",60653,US,"City of Chicago"
7/20/2019,P005786169,"2400 N LAKE SHORE DR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.92626,-87.631346,1,range_interpolation,2400,"N Lake Shore Dr",,,Chicago,IL,"Cook County",60614,US,"TIGER/Line® dataset from the US Census Bureau"
7/20/2019,P005610335,"5300 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.894759,-87.75805,1,range_interpolation,5300,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
7/20/2019,P005830326,"6300 S SACRAMENTO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778893,-87.698265,1,range_interpolation,6300,"S Sacramento Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
7/20/2019,P005794727,"10 W HUBBARD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.890303,-87.628623,1,rooftop,10,"W Hubbard St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
7/20/2019,P005852654,"2100 S OAKLEY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.853742,-87.683244,1,range_interpolation,2100,"S Oakley Ave",,,Chicago,IL,"Cook County",60608,US,"TIGER/Line® dataset from the US Census Bureau"
7/21/2019,P005505339,"400 N MCCLURG CT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.889196,-87.618118,1,rooftop,400,"N Mc Clurg Ct",,,Chicago,IL,"Cook County",60611,US,"City of Chicago"
7/21/2019,P005451304,"5300 W MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.880585,-87.757795,1,rooftop,5300,"W Madison St",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
7/21/2019,P005478179,"8400 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.741304,-87.644151,1,rooftop,8400,"S Halsted St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
7/21/2019,P005593218,"7800 S COLFAX AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.753352,-87.561768,1,rooftop,7800,"S Colfax Ave",,,Chicago,IL,"Cook County",60649,US,"City of Chicago"
7/21/2019,P005691019,"3300 N HALSTED ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.941936,-87.64968,1,rooftop,3300,"N Halsted St",,,Chicago,IL,"Cook County",60657,US,"City of Chicago"
7/21/2019,P005690631,"3300 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778784,-87.705558,1,range_interpolation,3300,"W 63rd St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
7/21/2019,P005664408,"1100 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779899,-87.653137,1,rooftop,1100,"W 63rd St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
7/21/2019,P005665105,"3000 S RHODES ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.93234,-87.913462,0.7,rooftop,3000,"Rhodes Ave",,,"Melrose Park",IL,"Cook County",60164,US,Cook
7/21/2019,P005792903,"3100 N BENARD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
7/21/2019,P005832487,"100 W DIVISION ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.90375,-87.631444,1,range_interpolation,100,"W Division St",,,Chicago,IL,"Cook County",60610,US,"TIGER/Line® dataset from the US Census Bureau"
7/21/2019,P005806169,"2400 W 71ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.764551,-87.683242,1,range_interpolation,2400,"W 71st St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
7/21/2019,P005822784,"3300 N HALSTED ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.941936,-87.64968,1,rooftop,3300,"N Halsted St",,,Chicago,IL,"Cook County",60657,US,"City of Chicago"
